Date,Time,Temp_PT100_1,Temp_PT100_2,pH_Value,Bag_Height
17-03-2017,15:17:59,0,0,0,318.049
17-03-2017,15:18:59,0,0,0,318.049
17-03-2017,15:19:59,0,0,0,318.049
17-03-2017,14:21:04,0,0,0,318.049
17-03-2017,14:22:04,0,0,0,318.049
17-03-2017,14:23:04,0,0,0,318.049
17-03-2017,14:24:04,0,0,0,318.049
17-03-2017,14:25:04,0,0,0,318.049
17-03-2017,14:26:04,0,0,0,318.049
17-03-2017,14:27:04,0,0,0,318.049
17-03-2017,14:28:04,0,0,0,318.049
17-03-2017,14:29:04,0,0,0,318.049
17-03-2017,14:30:04,0,0,0,318.049
17-03-2017,14:31:04,0,0,0,318.049
17-03-2017,14:32:04,0,0,0,318.049
17-03-2017,14:33:04,0,0,0,318.049
17-03-2017,14:34:04,0,0,0,318.049
17-03-2017,14:35:04,0,0,0,318.049
17-03-2017,14:36:04,0,0,0,318.049
17-03-2017,14:37:04,0,0,0,318.049
17-03-2017,14:38:04,0,0,0,318.049
17-03-2017,14:39:04,0,0,0,318.049
17-03-2017,14:40:04,0,0,0,318.049
17-03-2017,14:41:04,0,0,0,318.049
17-03-2017,14:42:04,0,0,0,318.049
17-03-2017,14:43:04,0,0,0,318.049
17-03-2017,14:44:04,0,0,0,318.049
17-03-2017,14:45:04,0,0,0,318.049
17-03-2017,14:46:04,0,0,0,318.049
17-03-2017,14:47:04,0,0,0,318.049
17-03-2017,14:48:04,0,0,0,318.049
17-03-2017,14:49:04,0,0,0,318.049
17-03-2017,14:50:04,0,0,0,318.049
17-03-2017,14:51:04,0,0,0,318.049
17-03-2017,14:52:04,0,0,0,318.049
17-03-2017,14:53:04,0,0,0,318.049
17-03-2017,14:54:04,0,0,0,318.049
17-03-2017,14:55:04,0,0,0,318.049
17-03-2017,14:56:04,0,0,0,318.049
17-03-2017,14:57:04,0,0,0,318.049
17-03-2017,14:58:04,0,0,0,318.049
17-03-2017,14:59:04,0,0,0,318.049
