Date,Time,Temp_PT100_1,Temp_PT100_2,pH_Value,Bag_Height
23-03-2017,11:20:59,0,0,0,318.049
23-03-2017,11:21:59,0,0,0,318.049
23-03-2017,11:22:59,0,0,0,318.049
23-03-2017,11:23:59,0,0,0,318.049
23-03-2017,11:24:59,0,0,0,318.049
23-03-2017,11:25:59,0,0,0,318.049
23-03-2017,11:26:59,0,0,0,318.049
23-03-2017,11:27:59,0,0,0,318.049
23-03-2017,11:28:59,0,0,0,318.049
23-03-2017,11:29:59,0,0,0,318.049
23-03-2017,11:30:59,0,0,0,318.049
23-03-2017,11:31:59,0,0,0,318.049
23-03-2017,11:32:59,0,0,0,318.049
23-03-2017,11:33:59,0,0,0,318.049
23-03-2017,11:34:59,0,0,0,318.049
23-03-2017,11:35:59,0,0,0,318.049
23-03-2017,11:36:59,0,0,0,318.049
23-03-2017,11:37:59,0,0,0,318.049
23-03-2017,11:38:59,0,0,0,318.049
23-03-2017,11:39:59,0,0,0,318.049
23-03-2017,11:40:59,0,0,0,318.049
23-03-2017,11:41:59,0,0,0,318.049
23-03-2017,11:42:59,0,0,0,318.049
23-03-2017,11:43:55,0,0,0,318.049
23-03-2017,11:44:55,0,0,0,318.049
23-03-2017,11:45:55,0,0,0,318.049
23-03-2017,11:46:55,0,0,0,318.049
23-03-2017,11:47:55,0,0,0,318.049
23-03-2017,11:48:55,0,0,0,318.049
23-03-2017,12:00:55,0,0,0,318.049
