Date,Time,Temp_PT100_1,Temp_PT100_2,pH_Value,Bag_Height
24-01-2017,13:33:18,27.2,0,0,70.1951
24-01-2017,13:34:18,27.2,0,0,70.2317
24-01-2017,13:35:18,27.4,0,0,70.1219
24-01-2017,13:36:18,27.3,0,0,70.2561
24-01-2017,13:37:18,27.3,0,0,70.2561
24-01-2017,13:38:18,27.7,0,0,70.1707
24-01-2017,13:39:18,27.5,0,0,70.1341
24-01-2017,13:40:18,27.4,0,0,70.1829
24-01-2017,13:41:18,27.4,0,0,70.2317
24-01-2017,13:42:18,27.4,0,0,70.2195
24-01-2017,13:43:18,27.4,0,0,70.1219
24-01-2017,13:44:18,27.3,0,0,70.1829
24-01-2017,13:45:18,27.3,0,0,70.2073
24-01-2017,13:46:18,27.4,0,0,70.2195
24-01-2017,13:47:18,27.2,0,0,70.1829
24-01-2017,13:48:18,27.6,0,0,70.2439
24-01-2017,13:49:18,27.4,0,0,70.2195
24-01-2017,13:50:18,27.5,0,0,70.1951
24-01-2017,13:51:18,27.3,0,0,70.1829
24-01-2017,13:52:18,27.5,0,0,70.1829
24-01-2017,13:53:18,27.4,0,0,70.2805
24-01-2017,13:54:18,27.2,0,0,70.1341
24-01-2017,13:55:18,27.8,0,0,70.0732
24-01-2017,13:56:18,26.9,0,0,70.2561
24-01-2017,13:57:18,26.3,0,0,70.1585
24-01-2017,13:58:18,28.8,0,0,70.3171
24-01-2017,13:59:18,26.7,0,0,70.0854
24-01-2017,14:00:18,26.9,0,0,70.1829
24-01-2017,14:01:18,27.3,0,0,70.2195
24-01-2017,14:02:18,27.4,0,0,70.1707
24-01-2017,14:03:18,27.5,0,0,70.0732
24-01-2017,14:04:18,27.5,0,0,70.2317
24-01-2017,14:05:18,27.2,0,0,70.2439
24-01-2017,14:06:18,27.2,0,0,70.1463
24-01-2017,14:07:18,27.4,0,0,70.2073
24-01-2017,14:08:18,27.2,0,0,69.3293
24-01-2017,17:13:21,0,0,0,318.049
24-01-2017,17:14:21,0,0,0,318.049
24-01-2017,17:15:21,0,0,0,318.049
24-01-2017,17:16:21,0,0,0,318.049
24-01-2017,17:17:21,0,0,0,318.049
24-01-2017,17:18:21,0,0,0,318.049
24-01-2017,17:19:21,0,0,0,318.049
24-01-2017,17:20:23,0,0,0,318.049
24-01-2017,17:21:23,0,0,0,318.049
24-01-2017,17:22:23,0,0,0,318.049
24-01-2017,17:23:23,0,0,0,318.049
24-01-2017,17:24:23,0,0,0,318.049
24-01-2017,17:25:23,0,0,0,318.049
24-01-2017,17:26:23,0,0,0,318.049
24-01-2017,17:27:23,0,0,0,318.049
24-01-2017,17:28:23,0,0,0,318.049
24-01-2017,17:29:23,0,0,0,318.049
24-01-2017,17:30:23,0,0,0,318.049
24-01-2017,17:31:23,0,0,0,318.049
24-01-2017,17:32:23,0,0,0,318.049
24-01-2017,17:33:23,0,0,0,318.049
24-01-2017,17:34:23,0,0,0,318.049
24-01-2017,17:35:23,0,0,0,318.049
24-01-2017,17:36:23,0,0,0,318.049
24-01-2017,17:37:23,0,0,0,318.049
24-01-2017,17:38:23,0,0,0,318.049
24-01-2017,17:39:23,0,0,0,318.049
24-01-2017,17:40:23,0,0,0,318.049
24-01-2017,17:41:23,0,0,0,318.049
24-01-2017,17:42:23,0,0,0,318.049
24-01-2017,17:43:25,0,0,0,318.049
24-01-2017,17:44:35,0,0,0,318.049
24-01-2017,17:45:35,0,0,0,318.049
24-01-2017,17:46:35,0,0,0,318.049
24-01-2017,17:47:35,0,0,0,318.049
24-01-2017,17:48:35,0,0,0,318.049
24-01-2017,17:49:35,0,0,0,318.049
24-01-2017,17:50:35,0,0,0,318.049
24-01-2017,17:51:35,0,0,0,318.049
24-01-2017,17:52:35,0,0,0,318.049
24-01-2017,17:53:35,0,0,0,318.049
24-01-2017,17:54:35,0,0,0,318.049
24-01-2017,17:55:35,0,0,0,318.049
24-01-2017,17:56:35,0,0,0,318.049
24-01-2017,17:57:35,0,0,0,318.049
24-01-2017,17:58:35,0,0,0,318.049
